"subjectid" "activity_id" "activity" "avg_tBodyAcc.mean...X" "avg_tBodyAcc.mean...Y" "avg_tBodyAcc.mean...Z" "avg_tBodyAcc.std...X" "avg_tBodyAcc.std...Y" "avg_tBodyAcc.std...Z" "avg_tGravityAcc.mean...X" "avg_tGravityAcc.mean...Y" "avg_tGravityAcc.mean...Z" "avg_tGravityAcc.std...X" "avg_tGravityAcc.std...Y" "avg_tGravityAcc.std...Z" "avg_tBodyAccJerk.mean...X" "avg_tBodyAccJerk.mean...Y" "avg_tBodyAccJerk.mean...Z" "avg_tBodyAccJerk.std...X" "avg_tBodyAccJerk.std...Y" "avg_tBodyAccJerk.std...Z" "avg_tBodyGyro.mean...X" "avg_tBodyGyro.mean...Y" "avg_tBodyGyro.mean...Z" "avg_tBodyGyro.std...X" "avg_tBodyGyro.std...Y" "avg_tBodyGyro.std...Z" "avg_tBodyGyroJerk.mean...X" "avg_tBodyGyroJerk.mean...Y" "avg_tBodyGyroJerk.mean...Z" "avg_tBodyGyroJerk.std...X" "avg_tBodyGyroJerk.std...Y" "avg_tBodyGyroJerk.std...Z" "avg_tBodyAccMag.mean.." "avg_tBodyAccMag.std.." "avg_tGravityAccMag.mean.." "avg_tGravityAccMag.std.." "avg_tBodyAccJerkMag.mean.." "avg_tBodyAccJerkMag.std.." "avg_tBodyGyroMag.mean.." "avg_tBodyGyroMag.std.." "avg_tBodyGyroJerkMag.mean.." "avg_tBodyGyroJerkMag.std.." "avg_fBodyAcc.mean...X" "avg_fBodyAcc.mean...Y" "avg_fBodyAcc.mean...Z" "avg_fBodyAcc.std...X" "avg_fBodyAcc.std...Y" "avg_fBodyAcc.std...Z" "avg_fBodyAcc.meanFreq...X" "avg_fBodyAcc.meanFreq...Y" "avg_fBodyAcc.meanFreq...Z" "avg_fBodyAccJerk.mean...X" "avg_fBodyAccJerk.mean...Y" "avg_fBodyAccJerk.mean...Z" "avg_fBodyAccJerk.std...X" "avg_fBodyAccJerk.std...Y" "avg_fBodyAccJerk.std...Z" "avg_fBodyAccJerk.meanFreq...X" "avg_fBodyAccJerk.meanFreq...Y" "avg_fBodyAccJerk.meanFreq...Z" "avg_fBodyGyro.mean...X" "avg_fBodyGyro.mean...Y" "avg_fBodyGyro.mean...Z" "avg_fBodyGyro.std...X" "avg_fBodyGyro.std...Y" "avg_fBodyGyro.std...Z" "avg_fBodyGyro.meanFreq...X" "avg_fBodyGyro.meanFreq...Y" "avg_fBodyGyro.meanFreq...Z" "avg_fBodyAccMag.mean.." "avg_fBodyAccMag.std.." "avg_fBodyAccMag.meanFreq.." "avg_fBodyBodyAccJerkMag.mean.." "avg_fBodyBodyAccJerkMag.std.." "avg_fBodyBodyAccJerkMag.meanFreq.." "avg_fBodyBodyGyroMag.mean.." "avg_fBodyBodyGyroMag.std.." "avg_fBodyBodyGyroMag.meanFreq.." "avg_fBodyBodyGyroJerkMag.mean.." "avg_fBodyBodyGyroJerkMag.std.." "avg_fBodyBodyGyroJerkMag.meanFreq.." "avg_angle.tBodyAccMean.gravity." "avg_angle.tBodyAccJerkMean..gravityMean." "avg_angle.tBodyGyroMean.gravityMean." "avg_angle.tBodyGyroJerkMean.gravityMean." "avg_angle.X.gravityMean." "avg_angle.Y.gravityMean." "avg_angle.Z.gravityMean."
9 1 "WALKING" 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.920554317815972 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 -0.678923872274306 -0.721610094569444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 -0.587557692291458 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470509188 -0.553038255314792 -0.505183470509188 -0.553038255314792 -0.621608245092361 -0.608862145384722 -0.550201866572569 -0.663198385034722 -0.7629795809375 -0.786176892048611 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.501074006965903 -0.291349229752569 -0.0879003298041667 -0.0304334227664236 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.739139922708333 -0.219176266215278 -0.296107744084757 -0.290292303180208 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.619468634127778 -0.205909254584222 -0.240880440259861 -0.196153280691528 -0.553186448295139 -0.624456827182986 -0.00358269125034722 -0.609193721940625 -0.611619343190972 0.0983598303289236 -0.700863097986111 -0.697729432621528 -0.108828634535764 -0.786473954201389 -0.801296292638889 0.0927763736788194 0.00659605719583333 -0.01042791539375 0.0867843289590972 -0.0231028736559028 -0.558092529201389 0.116895184124306 -0.0898492623565208
10 1 "WALKING" 0.27684847392517 -0.017835790552415 -0.111301532185714 -0.537807711163265 -0.497405885644898 -0.614776952226361 0.642905730306122 -0.0740248544557823 0.0552047227876769 -0.965808126428571 -0.95452407255102 -0.938706428064626 0.0798108613061224 0.0129143257457823 -0.0113556967940476 -0.52938321427551 -0.540236619204728 -0.750729260772109 -0.0185023695936054 -0.0846403674590918 0.0910265011879252 -0.67390558227449 -0.591333155194558 -0.598142328621088 -0.108150829882313 -0.0424219983671769 -0.0555521277515646 -0.703243499727891 -0.768641779047619 -0.686800252738095 -0.502500207000204 -0.545348810631551 -0.502500207000204 -0.545348810631551 -0.57776193128833 -0.529340480130272 -0.521819802352381 -0.624408369413333 -0.734465805340136 -0.768821828979592 -0.532289464513605 -0.494651474235034 -0.655062273211565 -0.541170169070068 -0.532135172812313 -0.625871772082993 -0.156150832113776 0.0948129948809524 0.150687015615519 -0.547243039827891 -0.555104553563503 -0.721689700769728 -0.553403478735408 -0.556271725483333 -0.77916817122449 -0.0313012983494898 -0.148940675963605 0.0112385060119048 -0.620379208870442 -0.64835059542517 -0.567456661721769 -0.692654261914966 -0.565943677806122 -0.645947720476871 -0.0663150945743537 -0.0881515905938775 -0.0500743540119048 -0.518734046961905 -0.633196110969728 0.173253569411224 -0.515140810846939 -0.553027359614864 0.163072697936429 -0.661496552826531 -0.666014612598639 0.0120855942278469 -0.767780095068027 -0.787144257176871 0.153580253720748 0.00283330082659524 -0.00362373274343537 -0.0192203603939014 0.052032163887415 -0.502995312482993 0.140515434785034 -0.00499449004468367
11 4 "SITTING" 3.4620253164557 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
12 1 "WALKING" 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 0.070430311315625 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.571359817082031 -0.79262193625 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.559586545675313 -0.5743864944925 -0.559586545675313 -0.5743864944925 -0.6300504918575 -0.566365683597188 -0.63166805889875 -0.68485805678325 -0.77729447821875 -0.7863865328125 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.553076639139062 -0.709983235125 -0.183738216351156 0.0444598424159375 0.0689109866546875 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.579168053712969 -0.80858300040625 -0.046619864264875 -0.204694170128437 -0.097564019993875 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.70823315425 -0.084349829508125 -0.107309871566031 -0.064849391596875 -0.55928367746625 -0.65053328158 0.0755926577467031 -0.564239194378438 -0.571614888155312 0.126323612300937 -0.717311676745625 -0.719438065809375 -0.0455357170932187 -0.78990285099375 -0.7973614576875 0.0705873609285625 0.0167089409122156 0.016330803500625 0.118881574046188 -0.06449492227475 -0.5585710745 0.0284575941434375 -0.0097817870829375
13 1 "WALKING" 0.27456972840796 -0.0183337873806468 -0.108167276572637 -0.685015769826368 -0.570516379262438 -0.566126913374129 0.740673476960199 -0.106657735422886 0.0149105014577114 -0.966599756965174 -0.954139544527363 -0.931027952238806 0.0814934388044776 0.00147366212280099 -0.0192572187473682 -0.70494031299005 -0.671071052075522 -0.725278078975124 -0.0505002185575124 -0.0695801036455721 0.11224704484791 -0.773903734527363 -0.641849236631841 -0.683503760268657 -0.0894616084467662 -0.0438266734373134 -0.0584367238691542 -0.789537639900498 -0.677463150542289 -0.799175403681592 -0.604692369727861 -0.649879523726368 -0.604692369727861 -0.649879523726368 -0.685342743343284 -0.673907540048756 -0.622856960360199 -0.666735106552239 -0.726531313462687 -0.696233146947761 -0.69574524778607 -0.60075739602408 -0.62073053910597 -0.681675390293532 -0.58368124280796 -0.572491137735075 -0.22702116621194 -0.0758503614792537 0.00858453128457711 -0.722932607556716 -0.693516914701493 -0.711999947524378 -0.712892402850746 -0.66893984600403 -0.737149575771144 -0.0170542409290547 -0.209052512836318 -0.146155236153483 -0.736828557064677 -0.625975048920896 -0.688682979646766 -0.787260144975124 -0.656132589965672 -0.711815998059702 -0.143599726783582 -0.0462625370199005 -0.0899108322245721 -0.647360093049254 -0.706758161343284 0.0516989329004975 -0.668685326051741 -0.682496575521194 0.199763615146766 -0.667463924885572 -0.728456241741294 0.071257458941791 -0.692302573566667 -0.723677100534826 0.177820450069204 0.0016752363478607 0.0117320545930348 0.100335143427761 -0.0305243532850746 -0.518118486766169 0.153362188199005 -0.0119742916564677
13 2 "WALKING_UPSTAIRS" 0.278011397674603 -0.0165604410159524 -0.110679490349206 -0.52885689484127 -0.254675172748413 -0.620895906571429 0.661059461587302 0.060921785015873 0.0911859822215079 -0.968334171428571 -0.952585444126984 -0.951011098809524 0.0761624684928175 0.00771769445 -0.00132768837190476 -0.533522811499206 -0.407990456836508 -0.733517667539683 -0.065414645322127 -0.0490291271295238 0.077520202405 -0.621319630738095 -0.651917139603175 -0.579262193587302 -0.0859752421404762 -0.0444936160904762 -0.0580089014698413 -0.598100784936508 -0.785231557698413 -0.574793777611111 -0.436467135438889 -0.513244022742063 -0.436467135438889 -0.513244022742063 -0.529950774433333 -0.508697278718016 -0.514787204833333 -0.587917292174603 -0.690752641031746 -0.737297702619048 -0.548005258984921 -0.322313774246032 -0.644102525753968 -0.523175495801587 -0.269406255292857 -0.641383698960317 -0.214137056079365 0.03060426815 0.112761270669048 -0.55982076827381 -0.459487621861905 -0.708968145839683 -0.54864970950169 -0.391742519379365 -0.757065338968254 -0.0355892793674603 -0.28503079115873 -0.0798475568786508 -0.533916919283333 -0.680936401746032 -0.511657239412698 -0.650745026031746 -0.641835342539683 -0.644232062301587 -0.0632660588285714 -0.135410216602381 0.130322272915873 -0.498310419119048 -0.599280780396825 0.137987058531746 -0.509363582493651 -0.512713238301984 0.155897953080952 -0.627916082047619 -0.633623437833333 0.0487612127368254 -0.743563179047619 -0.748348646428571 0.124869841865079 -0.0147080002650794 0.0130052723579365 0.0837712542901587 -0.0231258606031746 -0.471344475555556 -0.00671248188095238 -0.0440231218422143
14 4 "SITTING" 3.47987616099071 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
15 4 "SITTING" 3.6859756097561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
16 4 "SITTING" 3.77049180327869 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
17 4 "SITTING" 3.99622641509434 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
17 5 "STANDING" 2.99029126213592 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
18 2 "WALKING_UPSTAIRS" 0.276324152142857 -0.0172831546595266 -0.108112251068681 -0.694616884972527 -0.627117507326923 -0.701596039615385 0.716863248351648 -0.01578199625 0.0899901746593407 -0.980138675796703 -0.969542030412088 -0.959434177692308 0.077480921531044 0.0128850449171841 0.000848545124184616 -0.734644450054945 -0.732969175274725 -0.847257765851648 -0.0373993798891484 -0.0678200104982143 0.0908402866868132 -0.804533729046703 -0.777361713653846 -0.745612483131868 -0.0944029581558242 -0.044169186546978 -0.0568482569002198 -0.842893477884615 -0.884050472967033 -0.83861466293956 -0.658370952115385 -0.689671890376374 -0.658370952115385 -0.689671890376374 -0.753904676895604 -0.745212812708791 -0.714735668626374 -0.775779058758242 -0.859899942335165 -0.88856533728022 -0.714227764615385 -0.663659666593407 -0.761229192087912 -0.687850549203297 -0.632838238002747 -0.694874090513736 -0.210288060037014 0.0142017941035714 0.0023794571910467 -0.750020077252747 -0.744113444532967 -0.833032083021978 -0.742517893708791 -0.739197834642857 -0.860168954615385 -0.0691387922027473 -0.211800163516401 -0.123235904056044 -0.787757637521978 -0.816385880247253 -0.755926770686813 -0.812175241332418 -0.759665554340659 -0.766381665384615 -0.11359630596717 -0.245477245070522 -0.0890927881274725 -0.697732862178571 -0.733904051236264 0.0911071722096154 -0.742323821887363 -0.750189976318681 0.224596545546272 -0.816286626730769 -0.789777674554945 -0.0573696679480769 -0.88466302260989 -0.902206780607143 0.193231486725357 0.00995335628557692 0.0169548311400824 0.0171416802197802 -0.0414626090980769 -0.521265323901099 0.0760076364757418 -0.0521704223928571
19 5 "STANDING" 3.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
20 2 "WALKING_UPSTAIRS" 0.268425757926554 -0.0175912993773164 -0.108029145824294 -0.60484669490339 -0.369336706508757 -0.634787346548023 0.628040637177966 -0.0373059475847458 0.10723075947935 -0.958201862627119 -0.952506793418079 -0.940981537502825 0.079818125480791 0.00220928707107345 -0.00450611895602542 -0.627098830685593 -0.527174601581921 -0.747362572898305 -0.0242488811785028 -0.0789448418069209 0.0856280628860452 -0.684586332415254 -0.573677383024548 -0.52727797039661 -0.094982179135 -0.0414356124141243 -0.0543001277610169 -0.698354145936441 -0.684280685533898 -0.636715878557062 -0.517257429345412 -0.572325820319209 -0.517257429345412 -0.572325820319209 -0.619698756735028 -0.588644307467599 -0.516861235888701 -0.580023613494576 -0.684048497355932 -0.683503744537853 -0.612641113666949 -0.426398722000395 -0.665006945724294 -0.60314894923565 -0.381534028764124 -0.647515612457627 -0.228177936580508 -0.0114411446707345 0.0779615448683983 -0.652264226931438 -0.557791286001412 -0.732835648957627 -0.634710081102825 -0.525907610282373 -0.760509114748588 -0.0946565249276271 -0.295851375876469 -0.173772101164407 -0.626445370827119 -0.591039733449633 -0.518444509491525 -0.704481841200565 -0.567588605842655 -0.575002191142655 -0.152974668730028 -0.197281081362486 -0.138316973455706 -0.560278889421186 -0.648306198707062 0.0604926209205932 -0.584571446817062 -0.597351046813729 0.0872234701100565 -0.606970915061638 -0.635816314618644 -0.0676712910494915 -0.692638075749774 -0.694680032329943 0.0504291443716384 0.00192632781036723 0.0110640593841525 -0.00611060712146893 -0.0174196998234463 -0.429101555988701 0.0836654426771186 -0.0570081125429944
21 5 "STANDING" 3.93627450980392 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
22 5 "STANDING" 3.8411214953271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
23 5 "STANDING" 3.6747311827957 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
